TABLE_SET_NAME,TABLE1,SCHEMA1,TABLE2,SCHEMA2,JOIN_COUNT,JOIN_EXECUTIONS,STATIC_COEFFICIENT,DYNAMIC_COEFFICIENT,TOTAL_AFFINITY
Cerner,ORDER_CATALOG,V500,PHARMACY_NOTES,V500,2,49,0.01389,0.02087,0.01738
Cerner,PHARMACY_NOTES,V500,ORDER_CATALOG,V500,2,49,0.01389,0.02087,0.01738
Cerner,MED_FLEX_OBJECT_IDX,V500,MANUFACTURER_ITEM,V500,1,60,0.01613,0.01963,0.01788
Cerner,ORDER_CATALOG,V500,ORDER_THERAP_SBSTTN,V500,2,49,0.01429,0.02183,0.01806
Cerner,ORDER_THERAP_SBSTTN,V500,ORDER_CATALOG,V500,2,49,0.01429,0.02183,0.01806
Cerner,PRSNL,V500,NOMENCLATURE,V500,7,1161,0.02065,0.01564,0.01815
Cerner,PRSNL,V500,ORDER_ACTION,V500,12,824,0.02581,0.01128,0.01855
Cerner,ITEM_DEFINITION,V500,MED_FLEX_OBJECT_IDX,V500,2,2,0.03704,0.00078,0.01891
Cerner,PERSON,V500,ORDER_CATALOG_SYNONYM,V500,16,102,0.03678,0.00149,0.01914
Cerner,PRSNL,V500,PERSON_PRSNL_RELTN,V500,10,160,0.0365,0.00222,0.01936
Cerner,ORDER_DISPENSE,V500,ORDER_INGREDIENT_DOSE,V500,1,3,0.03571,0.00355,0.01963
Cerner,MED_INGRED_SET,V500,MEDICATION_DEFINITION,V500,1,3,0.03846,0.00242,0.02044
Cerner,MEDICATION_DEFINITION,V500,MED_INGRED_SET,V500,1,3,0.03846,0.00242,0.02044
Cerner,PRSNL,V500,PERSON_NAME,V500,11,995,0.02799,0.01329,0.02064
Cerner,PERSON,V500,TRACKING_ITEM,V500,14,143,0.03944,0.00205,0.02075
Cerner,MED_IDENTIFIER,V500,MED_OE_DEFAULTS,V500,1,31,0.02439,0.01726,0.02083
Cerner,MED_OE_DEFAULTS,V500,MED_IDENTIFIER,V500,1,31,0.02439,0.01726,0.02083
Cerner,MED_OE_DEFAULTS,V500,MEDICATION_DEFINITION,V500,1,31,0.025,0.0171,0.02105
Cerner,MEDICATION_DEFINITION,V500,MED_OE_DEFAULTS,V500,1,31,0.025,0.0171,0.02105
Cerner,PAT_ED_RELTN,V500,LONG_BLOB,V500,1,13,0.03333,0.00903,0.02118
Cerner,ORDER_INGREDIENT,V500,ORDER_DETAIL,V500,5,66,0.02941,0.01392,0.02167
Cerner,PACKAGE_TYPE,V500,FILL_PRINT_ORD_HX,V500,1,21,0.02778,0.01567,0.02173
Cerner,FILL_PRINT_ORD_HX,V500,PACKAGE_TYPE,V500,1,21,0.02778,0.01567,0.02173
Cerner,ORDER_INGREDIENT,V500,ORDER_ACTION,V500,7,145,0.02181,0.0224,0.02211
Cerner,MEDICATION_DEFINITION,V500,SYNONYM_ITEM_R,V500,1,1,0.04348,0.00129,0.02239
Cerner,CS_COMPONENT,V500,ORDER_SENTENCE,V500,1,4,0.03448,0.01044,0.02246
Cerner,ORDER_DISPENSE,V500,ORDER_PRODUCT_DOSE,V500,1,3,0.04167,0.00368,0.02268
Cerner,ORDER_COMMENT,V500,ORDER_INGREDIENT,V500,2,49,0.01471,0.03107,0.02289
Cerner,ORDER_INGREDIENT,V500,ORDER_COMMENT,V500,2,49,0.01471,0.03107,0.02289
Cerner,ORDER_INGREDIENT,V500,DCP_FORMS_ACTIVITY_COMP,V500,2,49,0.01818,0.02778,0.02298
Cerner,MED_IDENTIFIER,V500,TEMPLATE_NONFORMULARY,V500,1,8,0.03704,0.00938,0.02321
Cerner,TEMPLATE_NONFORMULARY,V500,MED_IDENTIFIER,V500,1,8,0.03704,0.00938,0.02321
Cerner,ORDER_INGREDIENT,V500,CODE_VALUE_EVENT_R,V500,3,27,0.02703,0.01969,0.02336
Cerner,MED_INGRED_SET,V500,ORDER_CATALOG_SYNONYM,V500,1,248,0.00602,0.05846,0.03224
Cerner,PATHWAY,V500,ORDER_COMMENT,V500,2,49,0.03333,0.03163,0.03248
Cerner,ORDER_COMMENT,V500,PATHWAY,V500,2,49,0.03333,0.03163,0.03248
Cerner,ACT_PW_COMP,V500,FILL_PRINT_ORD_HX,V500,1,9,0.04545,0.02123,0.03334
Cerner,MED_FLEX_OBJECT_IDX,V500,MEDICATION_DEFINITION,V500,4,37,0.05556,0.01126,0.03341
Cerner,MED_OE_DEFAULTS,V500,LONG_TEXT,V500,6,242,0.03191,0.03492,0.03342
Cerner,RAD_RES_INFO,V500,PRSNL_GROUP,V500,1,12,0.0625,0.00521,0.03386
Cerner,ORDER_INGREDIENT,V500,ORDER_THERAP_SBSTTN,V500,2,49,0.02,0.04795,0.03398
Cerner,ORDER_THERAP_SBSTTN,V500,ORDER_INGREDIENT,V500,2,49,0.02,0.04795,0.03398
Cerner,MED_FLEX_OBJECT_IDX,V500,MED_IDENTIFIER,V500,4,43,0.05479,0.01318,0.03399
Cerner,ORDER_COMMENT,V500,ORDER_DISPENSE,V500,2,49,0.03279,0.03525,0.03402
Cerner,ORDER_DISPENSE,V500,ORDER_COMMENT,V500,2,49,0.03279,0.03525,0.03402
Cerner,ORDER_INGREDIENT,V500,ORDER_INGREDIENT_DOSE,V500,4,30,0.04,0.02988,0.03494
Cerner,MED_FLEX_OBJECT_IDX,V500,MED_DISPENSE,V500,4,35,0.06061,0.01082,0.03572
Cerner,ORDER_COMMENT,V500,DCP_FORMS_ACTIVITY_COMP,V500,2,49,0.03846,0.0353,0.03688
Cerner,PATHWAY,V500,ORDER_DISPENSE,V500,2,49,0.04651,0.02819,0.03735
Cerner,ORDER_DISPENSE,V500,PATHWAY,V500,2,49,0.04651,0.02819,0.03735
Cerner,MED_FLEX_OBJECT_IDX,V500,MED_PRODUCT,V500,3,94,0.04615,0.0294,0.03778
Cerner,PERSON,V500,PERSON_ALIAS,V500,20,2029,0.05495,0.02294,0.03895
Cerner,TEAM_MEM_PPR_RELTN,V500,PRSNL_GROUP_RELTN,V500,1,3,0.07692,0.00114,0.03903
Cerner,PRSNL_GROUP_RELTN,V500,RES_SIGN_ACT_SUBTYPE,V500,1,12,0.07692,0.00457,0.04075
Cerner,ORDER_IV_INFO,V500,ORDERS,V500,30,230,0.06623,0.0161,0.04117
Cerner,MED_PRODUCT,V500,FILL_PRINT_ORD_HX,V500,1,21,0.05556,0.02689,0.04123
Cerner,FILL_PRINT_ORD_HX,V500,MED_PRODUCT,V500,1,21,0.05556,0.02689,0.04123
Cerner,ORDER_CATALOG_ITEM_R,V500,MED_DEF_FLEX,V500,1,248,0.01316,0.07094,0.04205
Cerner,ORDER_INGREDIENT,V500,ORDER_PRODUCT,V500,7,19,0.06796,0.01655,0.04226
Cerner,PM_WAIT_LIST_STATUS,V500,PM_WAIT_LIST,V500,2,11,0.06897,0.01797,0.04347
Cerner,PATHWAY,V500,DCP_FORMS_ACTIVITY_COMP,V500,2,49,0.05882,0.02823,0.04353
Cerner,ACT_PW_COMP,V500,ORDER_COMMENT,V500,2,49,0.03571,0.0518,0.04376
Cerner,ORDER_COMMENT,V500,ACT_PW_COMP,V500,2,49,0.03571,0.0518,0.04376
Cerner,ORDER_DISPENSE,V500,DCP_FORMS_ACTIVITY_COMP,V500,2,49,0.05714,0.03107,0.04411
Cerner,MED_DEF_FLEX,V500,MED_INGRED_SET,V500,1,248,0.01389,0.07488,0.04439
Cerner,MED_INGRED_SET,V500,MED_DEF_FLEX,V500,1,248,0.01389,0.07488,0.04439
Cerner,MEDICATION_DEFINITION,V500,ROUTE_FORM_R,V500,2,2,0.08696,0.00259,0.04478
Cerner,PRSNL,V500,ENCNTR_PRSNL_RELTN,V500,21,1268,0.07266,0.01736,0.04501
Cerner,ALLERGY,V500,NOMENCLATURE,V500,8,268,0.0597,0.03113,0.04542
Cerner,HM_EXPECT_MOD_HIST,V500,LONG_TEXT,V500,1,524,0.00568,0.08587,0.04578
Cerner,HM_EXPECT_MOD,V500,LONG_TEXT,V500,1,524,0.00571,0.08592,0.04582
Cerner,TEMPLATE_NONFORMULARY,V500,ORDER_PRODUCT,V500,1,8,0.0625,0.03008,0.04629
Cerner,ITEM_DEFINITION,V500,MEDICATION_DEFINITION,V500,2,2,0.09091,0.0026,0.04676
Cerner,MEDICATION_DEFINITION,V500,ITEM_DEFINITION,V500,2,2,0.09091,0.0026,0.04676
Cerner,ACT_PW_COMP,V500,ORDER_DISPENSE,V500,2,49,0.05128,0.04317,0.04723
Cerner,ORDER_DISPENSE,V500,ACT_PW_COMP,V500,2,49,0.05128,0.04317,0.04723
Cerner,MEDICATION_DEFINITION,V500,ORDER_PRODUCT,V500,2,30,0.0625,0.03311,0.04781
Cerner,PRSNL_GROUP,V500,RES_SIGN_ACT_SUBTYPE,V500,1,12,0.09091,0.00527,0.04809
Cerner,PRSNL_GROUP,V500,CE_EVENT_ACTION,V500,2,28,0.08696,0.01019,0.04858
Cerner,MED_DEF_FLEX,V500,ORDER_CATALOG_ITEM_R,V500,2,249,0.02667,0.07124,0.04896
Cerner,ORDER_CATALOG_ITEM_R,V500,MED_FLEX_OBJECT_IDX,V500,1,248,0.01613,0.08376,0.04995
Cerner,ALLERGY,V500,ALLERGY_COMMENT,V500,4,43,0.07843,0.02149,0.04996
Cerner,ALLERGY_COMMENT,V500,ALLERGY,V500,4,43,0.07843,0.02149,0.04996
Cerner,ITEM_DEFINITION,V500,ORDER_CATALOG_ITEM_R,V500,1,1,0.1,0.00152,0.05076
Cerner,CE_MED_RESULT,V500,CE_EVENT_ORDER_LINK,V500,1,12,0.06667,0.03571,0.05119
Cerner,PRIV_LOC_RELTN,V500,PRIVILEGE_EXCEPTION,V500,2,20,0.06452,0.03937,0.05195
Cerner,PRIVILEGE_EXCEPTION,V500,PRIV_LOC_RELTN,V500,2,20,0.06452,0.03937,0.05195
Cerner,MED_INGRED_SET,V500,MED_FLEX_OBJECT_IDX,V500,1,248,0.01724,0.08931,0.05328
Cerner,MED_IDENTIFIER,V500,MED_DISPENSE,V500,3,34,0.08333,0.02364,0.05349
Cerner,ORDER_COMMENT,V500,PHARMACY_NOTES,V500,2,49,0.04348,0.06542,0.05445
Cerner,PHARMACY_NOTES,V500,ORDER_COMMENT,V500,2,49,0.04348,0.06542,0.05445
Cerner,ACT_PW_COMP,V500,DCP_FORMS_ACTIVITY_COMP,V500,2,49,0.06667,0.04325,0.05496
Cerner,PATHWAY,V500,FILL_PRINT_ORD_HX,V500,1,9,0.03846,0.00876,0.02361
Cerner,SIGN_LINE_DTA_R,V500,DISCRETE_TASK_ASSAY,V500,1,47,0.01961,0.02903,0.02432
Cerner,ORDER_COMMENT,V500,ORDER_RADIOLOGY,V500,2,86,0.01351,0.03624,0.02488
Cerner,MED_DISPENSE,V500,PACKAGE_TYPE,V500,1,60,0.02128,0.03066,0.02597
Cerner,PACKAGE_TYPE,V500,MED_DISPENSE,V500,1,60,0.02128,0.03066,0.02597
Cerner,PAT_ED_DOC_ACTIVITY,V500,LONG_BLOB,V500,1,13,0.04348,0.00939,0.02644
Cerner,PRSNL_GROUP,V500,V500_EVENT_SET_EXPLODE,V500,2,28,0.05,0.00341,0.02671
Cerner,PHARMACY_NOTES,V500,LONG_TEXT,V500,6,124,0.0339,0.02017,0.02704
Cerner,ACT_PW_COMP,V500,ORDER_INGREDIENT,V500,2,49,0.01754,0.03707,0.02731
Cerner,ORDER_INGREDIENT,V500,ACT_PW_COMP,V500,2,49,0.01754,0.03707,0.02731
Cerner,ORDER_DISPENSE,V500,ORDER_INGREDIENT,V500,3,52,0.02542,0.0295,0.02746
Cerner,ORDER_INGREDIENT,V500,ORDER_DISPENSE,V500,3,52,0.02542,0.0295,0.02746
Cerner,ORDER_DISPENSE,V500,PRICE_SCHED,V500,1,45,0.025,0.03089,0.02795
Cerner,ORDER_CATALOG,V500,ORDER_DISPENSE,V500,6,57,0.03871,0.01912,0.02892
Cerner,ORDER_DISPENSE,V500,ORDER_CATALOG,V500,6,57,0.03871,0.01912,0.02892
Cerner,MANUFACTURER_ITEM,V500,MEDICATION_DEFINITION,V500,1,32,0.03333,0.02458,0.02896
Cerner,MEDICATION_DEFINITION,V500,MANUFACTURER_ITEM,V500,1,32,0.03333,0.02458,0.02896
Cerner,RAD_RES_INFO,V500,PRSNL_GROUP_RELTN,V500,1,12,0.05556,0.00453,0.03005
Cerner,MED_DISPENSE,V500,SYNONYM_ITEM_R,V500,1,1,0.05882,0.00139,0.03011
Cerner,MED_DISPENSE,V500,ORDER_CATALOG_SYNONYM,V500,1,248,0.00565,0.05526,0.03046
Cerner,PERSON,V500,ENCNTR_ALIAS,V500,13,67,0.03504,0.00095,0.018
Cerner,MED_IDENTIFIER,V500,ORDER_PRODUCT,V500,1,8,0.02941,0.00878,0.0191
Cerner,PATHWAY,V500,ORDER_INGREDIENT,V500,2,49,0.01695,0.02545,0.0212
Cerner,ORDER_INGREDIENT,V500,PATHWAY,V500,2,49,0.01695,0.02545,0.0212
Cerner,MED_FLEX_OBJECT_IDX,V500,LONG_TEXT,V500,4,216,0.01778,0.02561,0.0217
Cerner,PERSON,V500,ORDER_RADIOLOGY,V500,16,186,0.04178,0.00281,0.0223
Cerner,ACT_PW_COMP,V500,OUTCOME_ACTIVITY,V500,1,17,0.02941,0.02058,0.025
Cerner,OUTCOME_ACTIVITY,V500,ACT_PW_COMP,V500,1,17,0.02941,0.02058,0.025
Cerner,PHARMACY_NOTES,V500,ORDER_INGREDIENT,V500,2,49,0.01923,0.04356,0.0314
Cerner,ORDER_INGREDIENT,V500,PHARMACY_NOTES,V500,2,49,0.01923,0.04356,0.0314
Cerner,MED_FLEX_OBJECT_IDX,V500,WARNING_LABEL,V500,3,222,0.05085,0.07994,0.0654
Cerner,MED_COST_HX,V500,MED_FLEX_OBJECT_IDX,V500,3,213,0.05357,0.08243,0.068
Cerner,MED_DEF_FLEX,V500,MANUFACTURER_ITEM,V500,5,305,0.06944,0.09115,0.0803
Cerner,MANUFACTURER_ITEM,V500,MED_DEF_FLEX,V500,5,305,0.06944,0.09115,0.0803
Cerner,MED_INGRED_SET,V500,MED_OE_DEFAULTS,V500,1,248,0.04348,0.19092,0.1172
Cerner,MED_OE_DEFAULTS,V500,MED_INGRED_SET,V500,1,248,0.04348,0.19092,0.1172
Cerner,MED_COST_HX,V500,PACKAGE_TYPE,V500,3,213,0.08824,0.16015,0.1242
Cerner,PACKAGE_TYPE,V500,MED_COST_HX,V500,3,213,0.08824,0.16015,0.1242
Cerner,PATHWAY,V500,PW_PROCESSING_ACTION,V500,1,268,0.02703,0.26197,0.1445
Cerner,PW_PROCESSING_ACTION,V500,PATHWAY,V500,1,268,0.02703,0.26197,0.1445
Cerner,MED_DEF_FLEX,V500,MEDICATION_DEFINITION,V500,14,374,0.18421,0.10738,0.1458
Cerner,FILL_PRINT_ORD_HX,V500,FILL_PRINT_HX,V500,2,12,0.25,0.1,0.175
Cerner,MED_IDENTIFIER,V500,MANUFACTURER_ITEM,V500,4,245,0.14286,0.22854,0.1857
Cerner,MANUFACTURER_ITEM,V500,MED_IDENTIFIER,V500,4,245,0.14286,0.22854,0.1857
Cerner,MED_PRODUCT,V500,PACKAGE_TYPE,V500,7,365,0.17949,0.2183,0.1989
Cerner,PACKAGE_TYPE,V500,MED_PRODUCT,V500,7,365,0.17949,0.2183,0.1989
Cerner,IM_ACQUIRED_STUDY,V500,IM_STUDY,V500,3,18,0.13636,0.32143,0.2289
Cerner,IM_ACQUIRED_STUDY,V500,IM_STUDY_PARENT_R,V500,3,18,0.15,0.31579,0.2329
Cerner,IM_STUDY_PARENT_R,V500,IM_ACQUIRED_STUDY,V500,3,18,0.15,0.31579,0.2329
Cerner,RAD_RES_INFO,V500,RES_SIGN_ACT_SUBTYPE,V500,1,12,0.16667,0.32432,0.2455
Cerner,IM_STUDY_PARENT_R,V500,ORDER_RADIOLOGY,V500,2,8,0.01587,0.00427,0.01007
Cerner,PRSNL,V500,PROBLEM,V500,3,587,0.01181,0.00852,0.01017
Cerner,ORDER_IV_INFO,V500,TASK_ACTIVITY,V500,2,18,0.01143,0.00925,0.01034
Cerner,PRSNL,V500,PROBLEM_PRSNL_R,V500,3,587,0.01215,0.0086,0.01038
Cerner,PROBLEM_PRSNL_R,V500,PRSNL,V500,3,587,0.01215,0.0086,0.01038
Cerner,RX_CURVE,V500,MED_FLEX_OBJECT_IDX,V500,1,6,0.01852,0.00235,0.01044
Cerner,CE_MED_RESULT,V500,CLINICAL_EVENT,V500,3,250,0.01429,0.00714,0.01072
Cerner,ORDER_DISPENSE,V500,ORDER_ACTION,V500,5,11,0.02016,0.00171,0.01094
Cerner,PERSON,V500,PERSON_NAME,V500,8,281,0.01826,0.00391,0.01109
Cerner,PERSON,V500,TRACKING_CHECKIN,V500,7,36,0.02174,0.00055,0.01115
Cerner,ORDER_CATALOG,V500,ENCOUNTER,V500,10,118,0.02008,0.00229,0.01119
Cerner,PERSON,V500,ORDERS,V500,15,117,0.02098,0.00149,0.01124
Cerner,PRSNL,V500,ORDERS,V500,8,972,0.01176,0.01192,0.01184
Cerner,PERSON,V500,RAD_EXAM,V500,7,128,0.02174,0.00197,0.01186
Cerner,PRSNL,V500,ENCOUNTER,V500,11,655,0.01815,0.0056,0.01188
Cerner,ORDER_DISPENSE,V500,ORDER_CATALOG_SYNONYM,V500,4,8,0.0221,0.00166,0.01188
Cerner,PERSON,V500,ADDRESS,V500,8,135,0.02235,0.00195,0.01215
Cerner,PERSON,V500,PERSON_PERSON_RELTN,V500,7,60,0.02341,0.00093,0.01217
Cerner,PRSNL,V500,TASK_ACTIVITY,V500,7,422,0.01867,0.00607,0.01237
Cerner,ORDER_CATALOG,V500,ORDER_RADIOLOGY,V500,5,19,0.02058,0.0047,0.01264
Cerner,PERSON,V500,PHONE,V500,9,95,0.02394,0.00135,0.01265
Cerner,PRSNL_GROUP_RELTN,V500,CODE_VALUE,V500,3,1441,0.00594,0.02056,0.01325
Cerner,PRSNL_GROUP,V500,CODE_VALUE,V500,3,1441,0.00596,0.02067,0.01332
Cerner,ORDER_CATALOG,V500,ORDER_SENTENCE,V500,3,14,0.02113,0.00592,0.01353
Cerner,SIGN_LINE_DTA_R,V500,RAD_REPORT,V500,1,4,0.02128,0.0063,0.01379
Cerner,PATHWAY,V500,ORDER_CATALOG,V500,2,49,0.01266,0.01557,0.01412
Cerner,ORDER_CATALOG,V500,PATHWAY,V500,2,49,0.01266,0.01557,0.01412
Cerner,PRSNL,V500,CHARGE_EVENT_ACT,V500,4,878,0.01575,0.01263,0.01419
Cerner,ORDER_CATALOG,V500,ORDER_COMMENT,V500,2,49,0.01136,0.0175,0.01443
Cerner,ORDER_COMMENT,V500,ORDER_CATALOG,V500,2,49,0.01136,0.0175,0.01443
Cerner,PRSNL,V500,CHARGE_EVENT_ACT_PRSNL,V500,4,878,0.01619,0.01286,0.01453
Cerner,PRSNL,V500,PERSON,V500,14,360,0.02682,0.00272,0.01477
Cerner,PERSON,V500,PRSNL,V500,14,360,0.02682,0.00272,0.01477
Cerner,MED_DEF_FLEX,V500,ROUTE_FORM_R,V500,2,2,0.02899,0.00065,0.01482
Cerner,ORDER_CATALOG,V500,DCP_FORMS_ACTIVITY_COMP,V500,2,49,0.01333,0.0164,0.01487
Cerner,ORDER_DISPENSE,V500,ORDERS,V500,9,150,0.01978,0.01005,0.01492
Cerner,PERSON,V500,TRACKING_LOCATOR,V500,9,80,0.02866,0.00124,0.01495
Cerner,PATHWAY,V500,ACT_PW_COMP,V500,10,126,0.33333,0.10353,0.21843
Cerner,ACT_PW_COMP,V500,PATHWAY,V500,10,126,0.33333,0.10353,0.21843
Cerner,MED_DISPENSE,V500,MED_DEF_FLEX,V500,15,688,0.21739,0.22065,0.21902
Cerner,PHARMACY_NOTES,V500,ORDER_THERAP_SBSTTN,V500,2,49,0.2,0.25258,0.22629
Cerner,ORDER_THERAP_SBSTTN,V500,PHARMACY_NOTES,V500,2,49,0.2,0.25258,0.22629
Cerner,MED_COST_HX,V500,MED_PRODUCT,V500,3,213,0.1875,0.27626,0.23188
Cerner,MED_PRODUCT,V500,MED_COST_HX,V500,3,213,0.1875,0.27626,0.23188
Cerner,WARNING_LABEL_XREF,V500,MEDICATION_DEFINITION,V500,4,219,0.18182,0.28442,0.23312
Cerner,MEDICATION_DEFINITION,V500,WARNING_LABEL_XREF,V500,4,219,0.18182,0.28442,0.23312
Cerner,MED_DEF_FLEX,V500,MED_OE_DEFAULTS,V500,15,858,0.20833,0.25976,0.23405
Cerner,MED_OE_DEFAULTS,V500,MED_DEF_FLEX,V500,15,858,0.20833,0.25976,0.23405
Cerner,MED_IDENTIFIER,V500,MEDICATION_DEFINITION,V500,8,313,0.21622,0.25868,0.23745
Cerner,MEDICATION_DEFINITION,V500,MED_IDENTIFIER,V500,8,313,0.21622,0.25868,0.23745
Cerner,ORDER_CATALOG,V500,ORDER_INGREDIENT,V500,56,482,0.31111,0.17572,0.24342
Cerner,ORDER_INGREDIENT,V500,ORDER_CATALOG,V500,56,482,0.31111,0.17572,0.24342
Cerner,MED_PACKAGE_TYPE,V500,MEDICATION_DEFINITION,V500,6,242,0.25,0.25554,0.25277
Cerner,MEDICATION_DEFINITION,V500,MED_PACKAGE_TYPE,V500,6,242,0.25,0.25554,0.25277
Cerner,PATHWAY,V500,PATHWAY_CATALOG,V500,2,499,0.05714,0.46289,0.26002
Cerner,MED_PRODUCT,V500,MED_IDENTIFIER,V500,7,339,0.23333,0.29402,0.26368
Cerner,MED_IDENTIFIER,V500,MED_PRODUCT,V500,7,339,0.23333,0.29402,0.26368
Cerner,ITEM_DEFINITION,V500,SYNONYM_ITEM_R,V500,1,1,0.33333,0.2,0.26667
Cerner,MED_DISPENSE,V500,MED_FLEX_OBJECT_IDX,V500,15,688,0.27273,0.26636,0.26955
Cerner,RAD_PROCEDURE_GROUP,V500,RAD_PROCEDURE_ASSOC,V500,1,4,0.33333,0.21053,0.27193
Cerner,PRIVILEGE,V500,PRIV_LOC_RELTN,V500,11,123,0.32353,0.26509,0.29431
Cerner,IM_STUDY,V500,IM_STUDY_PARENT_R,V500,5,30,0.15152,0.44776,0.29964
Cerner,IM_STUDY_PARENT_R,V500,IM_STUDY,V500,5,30,0.15152,0.44776,0.29964
Cerner,PRIVILEGE,V500,PRIVILEGE_EXCEPTION,V500,11,63,0.37931,0.23864,0.30898
Cerner,PRIVILEGE_EXCEPTION,V500,PRIVILEGE,V500,11,63,0.37931,0.23864,0.30898
Cerner,SCH_SIMPLE_ASSOC,V500,DCP_ENTITY_RELTN,V500,4,272,0.28571,0.34085,0.31328
Cerner,MED_COST_HX,V500,MANUFACTURER_ITEM,V500,3,213,0.27273,0.35738,0.31506
Cerner,MANUFACTURER_ITEM,V500,MED_COST_HX,V500,3,213,0.27273,0.35738,0.31506
Cerner,PRIV_LOC_RELTN,V500,PRIVILEGE,V500,13,139,0.40625,0.31027,0.35826
Cerner,PAT_ED_RELTN,V500,PAT_ED_SHORTCUT,V500,3,35,0.3,0.44872,0.37436
Cerner,MED_OE_DEFAULTS,V500,MED_FLEX_OBJECT_IDX,V500,19,1074,0.35185,0.42085,0.38635
Cerner,PROBLEM_PRSNL_R,V500,PROBLEM,V500,3,587,0.3,0.47454,0.38727
Cerner,OUTCOME_ACTIVITY,V500,OUTCOME_CRITERIA,V500,2,399,0.07143,0.82438,0.44791
Cerner,OUTCOME_CRITERIA,V500,OUTCOME_ACTIVITY,V500,2,399,0.07143,0.82438,0.44791
Cerner,WARNING_LABEL,V500,WARNING_LABEL_XREF,V500,4,219,0.5,0.48993,0.49497
Cerner,ACCESSION_CLASS,V500,PROCEDURE_SPECIMEN_TYPE,V500,3,235,0.375,0.63514,0.50507
Cerner,PROCEDURE_SPECIMEN_TYPE,V500,ACCESSION_CLASS,V500,3,235,0.375,0.63514,0.50507
Cerner,ITEM_DEFINITION,V500,ROUTE_FORM_R,V500,2,2,0.66667,0.4,0.53334
Cerner,PAT_ED_SHORTCUT,V500,PAT_ED_FAVORITES,V500,2,16,0.66667,0.45714,0.56191
Cerner,PAT_ED_FAVORITES,V500,PAT_ED_SHORTCUT,V500,2,16,0.66667,0.45714,0.56191
Cerner,PRSNL_GROUP,V500,PRSNL_GROUP_RELTN,V500,8,2241,0.5,0.84248,0.67124
Cerner,PRSNL_GROUP_RELTN,V500,PRSNL_GROUP,V500,8,2241,0.5,0.84248,0.67124
Cerner,MED_DEF_FLEX,V500,MED_FLEX_OBJECT_IDX,V500,50,2336,0.69444,0.70724,0.70084
Cerner,MED_PRODUCT,V500,MANUFACTURER_ITEM,V500,9,564,0.64286,0.76319,0.70303
Cerner,MANUFACTURER_ITEM,V500,MED_PRODUCT,V500,9,564,0.64286,0.76319,0.70303
Cerner,HM_EXPECT_MOD,V500,HM_EXPECT_MOD_HIST,V500,1,524,0.5,0.99431,0.74716
Cerner,HM_EXPECT_MOD_HIST,V500,HM_EXPECT_MOD,V500,1,524,0.5,0.99431,0.74716
Cerner,MED_COST_HX,V500,MED_DEF_FLEX,V500,3,213,0.04286,0.06829,0.05558
Cerner,MED_DEF_FLEX,V500,MED_COST_HX,V500,3,213,0.04286,0.06829,0.05558
Cerner,PROBLEM_PRSNL_R,V500,NOMENCLATURE,V500,3,587,0.0303,0.08224,0.05627
Cerner,PAT_ED_RELTN,V500,MRU_LOOKUP_ED_DOC,V500,1,1,0.1,0.01282,0.05641
Cerner,MRU_LOOKUP_ED_DOC,V500,PAT_ED_RELTN,V500,1,1,0.1,0.01282,0.05641
Cerner,PATHWAY,V500,PHARMACY_NOTES,V500,2,49,0.07143,0.04467,0.05805
Cerner,PHARMACY_NOTES,V500,PATHWAY,V500,2,49,0.07143,0.04467,0.05805
Cerner,MED_DISPENSE,V500,ROUTE_FORM_R,V500,2,2,0.11765,0.00277,0.06021
Cerner,ORDER_DISPENSE,V500,PHARMACY_NOTES,V500,2,49,0.06897,0.05224,0.06061
Cerner,PHARMACY_NOTES,V500,ORDER_DISPENSE,V500,2,49,0.06897,0.05224,0.06061
Cerner,MED_FLEX_OBJECT_IDX,V500,MED_OE_DEFAULTS,V500,4,216,0.05797,0.06334,0.06066
Cerner,ORDER_COMMENT,V500,ORDER_THERAP_SBSTTN,V500,2,49,0.04762,0.07585,0.06174
Cerner,ORDER_THERAP_SBSTTN,V500,ORDER_COMMENT,V500,2,49,0.04762,0.07585,0.06174
Cerner,MED_DEF_FLEX,V500,WARNING_LABEL,V500,4,228,0.05556,0.06897,0.06227
Cerner,WARNING_LABEL,V500,MED_DEF_FLEX,V500,4,228,0.05556,0.06897,0.06227
Cerner,MED_DISPENSE,V500,ITEM_DEFINITION,V500,2,2,0.125,0.00278,0.06389
Cerner,ITEM_DEFINITION,V500,MED_DISPENSE,V500,2,2,0.125,0.00278,0.06389
Cerner,PATHWAY,V500,ORDER_THERAP_SBSTTN,V500,2,49,0.08333,0.0493,0.06632
Cerner,ORDER_THERAP_SBSTTN,V500,PATHWAY,V500,2,49,0.08333,0.0493,0.06632
Cerner,MEDICATION_DEFINITION,V500,MED_FLEX_OBJECT_IDX,V500,7,101,0.10145,0.03136,0.06641
Cerner,MED_DEF_FLEX,V500,ORDER_CATALOG_SYNONYM,V500,11,553,0.05023,0.08441,0.06732
Cerner,MED_DEF_FLEX,V500,PACKAGE_TYPE,V500,5,333,0.05263,0.08218,0.06741
Cerner,PACKAGE_TYPE,V500,MED_DEF_FLEX,V500,5,333,0.05263,0.08218,0.06741
Cerner,MED_PRODUCT,V500,MEDICATION_DEFINITION,V500,3,66,0.09091,0.04574,0.06833
Cerner,MEDICATION_DEFINITION,V500,MED_PRODUCT,V500,3,66,0.09091,0.04574,0.06833
