TABLE_SET_NAME,TABLE1,TABLE2,JOIN_COUNT,JOIN_EXECUTIONS,STATIC_COEFFICIENT,DYNAMIC_COEFFICIENT,TOTAL_AFFINITY,TOTAL_AFFINITY_MODIFIED,TABLE_MAP_ID
MedicalRecord,TRACKING_PRV_RELN,TRACKING_ITEM,3,16,0.03297,0.00283,0.0179,0.01,668
MedicalRecord,TRACKING_PRV_RELN,TRACKING_PRSNL,8,96,0.30769,0.40336,0.35553,0.01,669
MedicalRecord,TRACKING_PRV_RELN,TRACK_REFERENCE,3,36,0.11111,0.13953,0.12532,0.01,670
MedicalRecord,RESOURCE_GROUP,DEPARTMENT,1,3,0.03846,0.00327,0.02087,0.01,671
MedicalRecord,RESOURCE_GROUP,DEVICE,1,3,0.02381,0.00125,0.01253,0.01,672
MedicalRecord,RESOURCE_GROUP,EXAM_ROOM_LIB_GRP_RELTN,1,80,0.03448,0.07752,0.056,0.01,673
MedicalRecord,RESOURCE_GROUP,LIBRARY_GROUP,1,8,0.03704,0.0087,0.02287,0.01,674
MedicalRecord,RESOURCE_GROUP,ORDER_RADIOLOGY,1,80,0.00741,0.02995,0.01868,0.01,675
MedicalRecord,RESOURCE_GROUP,OUTPUT_DEST,1,3,0.02174,0.00119,0.01147,0.01,676
MedicalRecord,RESOURCE_GROUP,OUTPUT_DEST_XREF,1,3,0.03226,0.00277,0.01752,0.01,677
MedicalRecord,RESOURCE_GROUP,PULL_LIST,1,80,0.03448,0.07414,0.05431,0.01,678
MedicalRecord,RESOURCE_GROUP,PULL_ORD_SCHED,1,80,0.03333,0.06467,0.049,0.01,679
MedicalRecord,RESOURCE_GROUP,RAD_EXAM,2,83,0.03125,0.06125,0.04625,0.01,680
MedicalRecord,RESOURCE_GROUP,RAD_EXAM_ROOM,1,3,0.03571,0.00324,0.01948,0.01,681
MedicalRecord,RESOURCE_GROUP,SECTION,2,7,0.07692,0.00763,0.04228,0.01,682
MedicalRecord,RESOURCE_GROUP,SERVICE_RESOURCE,3,14,0.0625,0.01012,0.03631,0.01,683
MedicalRecord,RESOURCE_GROUP,SUB_SECTION,1,3,0.03846,0.00327,0.02087,0.01,684
MedicalRecord,SPECIMEN_CONTAINER,ALIQUOT_INFO_QUALIFIERS,1,20,0.5,0.625,0.5625,0.01,685
MedicalRecord,SPECIMEN_CONTAINER,COLLECTION_CLASS,1,20,0.33333,0.07491,0.20412,0.01,686
MedicalRecord,SPECIMEN_CONTAINER,COLLECTION_INFO_QUALIFIERS,1,20,0.25,0.45455,0.35228,0.01,687
MedicalRecord,SPECIMEN_CONTAINER,SPECIMEN_CONTAINER_VOLUME,1,12,0.5,0.375,0.4375,0.01,688
MedicalRecord,CS_COMPONENT,ORDER_CATALOG,1,4,0.00625,0.00163,0.00394,0.01,689
MedicalRecord,CS_COMPONENT,ORDER_CATALOG_SYNONYM,1,4,0.00543,0.00094,0.00319,0.01,690
MedicalRecord,CS_COMPONENT,ORDER_SENTENCE,1,4,0.03448,0.01044,0.02246,0.01,691
MedicalRecord,SCH_BOOKING,SCH_APPT,6,573,0.09231,0.30126,0.19679,0.01,692
MedicalRecord,SCH_BOOKING,SCH_EVENT_ACTION,1,530,0.01333,0.28206,0.1477,0.01,693
MedicalRecord,SCH_BOOKING,SCH_EVENT_DISP,1,16,0.02857,0.01061,0.01959,0.01,694
MedicalRecord,SCH_BOOKING,SCH_SCHEDULE,1,530,0.03448,0.61844,0.32646,0.01,695
MedicalRecord,ACCESSION_ORDER_R,ACCESSION,1,356,0.02941,0.18228,0.10585,0.01,696
MedicalRecord,ACCESSION_ORDER_R,BLOB_REFERENCE,1,16,0.01449,0.009,0.01175,0.01,697
MedicalRecord,ACCESSION_ORDER_R,CODE_VALUE_EXTENSION,1,16,0.00366,0.00059,0.00213,0.01,698
MedicalRecord,ACCESSION_ORDER_R,COLLECTION_PRIORITY,1,149,0.02941,0.0434,0.03641,0.01,699
MedicalRecord,ACCESSION_ORDER_R,ORDERS,7,664,0.01522,0.04409,0.02966,0.01,700
MedicalRecord,ACCESSION_ORDER_R,ORDER_ACTION,1,28,0.00392,0.00397,0.00395,0.01,701
MedicalRecord,ACCESSION_ORDER_R,ORDER_CONTAINER_R,1,60,0.02778,0.03388,0.03083,0.01,702
MedicalRecord,ACCESSION_ORDER_R,ORDER_DETAIL,1,60,0.0098,0.01152,0.01066,0.01,703
MedicalRecord,ACCESSION_ORDER_R,ORDER_LABORATORY,1,149,0.03448,0.04868,0.04158,0.01,704
MedicalRecord,ACCESSION_ORDER_R,PRSNL,2,177,0.00738,0.00255,0.00497,0.01,705
MedicalRecord,ACCESSION_ORDER_R,UCM_CASE,4,131,0.14286,0.08745,0.11516,0.01,706
MedicalRecord,ACCESSION_ORDER_R,UCM_CASE_STEP,1,60,0.03704,0.04027,0.03866,0.01,707
MedicalRecord,SA_PREFERENCE_VALUE,SA_PREFERENCE,1,4,1,1,1,0.01,708
MedicalRecord,SCH_APPT,ENCOUNTER,8,212,0.01918,0.00417,0.01168,0.01,709
MedicalRecord,SCH_APPT,PM_WAIT_LIST,10,351,0.13699,0.17402,0.15551,0.01,710
MedicalRecord,SCH_APPT,SCH_APPT_OPTION,11,368,0.16667,0.19237,0.17952,0.01,711
MedicalRecord,SCH_APPT,SCH_EVENT,15,403,0.14563,0.14575,0.14569,0.01,712
MedicalRecord,SCH_APPT,SCH_EVENT_ACTION,13,893,0.12745,0.34896,0.23821,0.01,713
MedicalRecord,SCH_APPT,SCH_EVENT_PATIENT,11,354,0.13924,0.13063,0.13494,0.01,714
MedicalRecord,SCH_APPT,SCH_LOCATION,3,13,0.04762,0.00681,0.02722,0.01,715
MedicalRecord,SCH_APPT,SCH_RESOURCE,2,19,0.03279,0.00914,0.02097,0.01,716
MedicalRecord,SCH_APPT,SCH_SCHEDULE_MOVE,1,12,0.01786,0.00676,0.01231,0.01,717
MedicalRecord,SCH_APPT,PM_WAIT_LIST_HIST,5,176,0.08929,0.09972,0.09451,0.01,718
MedicalRecord,SCH_APPT,SCH_APPT_DEF,6,427,0.10909,0.24275,0.17592,0.01,719
MedicalRecord,SCH_APPT,PRSNL,2,21,0.00667,0.0003,0.00349,0.01,720
MedicalRecord,SCH_APPT,SCH_BOOKING,6,573,0.09231,0.30126,0.19679,0.01,721
MedicalRecord,SCH_APPT,SCH_SCHEDULE,3,539,0.04545,0.28503,0.16524,0.01,722
MedicalRecord,SCH_APPT,ENCNTR_PRSNL_RELTN,1,17,0.00855,0.00218,0.00537,0.01,723
MedicalRecord,SCH_APPT,SCH_EVENT_ALIAS,2,14,0.03279,0.00722,0.02001,0.01,724
MedicalRecord,SCH_APPT,SCH_EVENT_DISP,2,137,0.0274,0.05638,0.04189,0.01,725
MedicalRecord,SCH_APPT,PERSON,2,20,0.00585,0.0003,0.00308,0.01,726
MedicalRecord,TRACKING_LOCATOR,CHARGE_EVENT,1,1,0.01613,0.0003,0.00822,0.01,727
MedicalRecord,TRACKING_LOCATOR,CLINICAL_EVENT,1,1,0.00415,0.00003,0.00209,0.01,728
MedicalRecord,TRACKING_LOCATOR,CODE_VALUE,1,1,0.00189,0.00001,0.00095,0.01,729
MedicalRecord,TRACKING_LOCATOR,ENCOUNTER,9,80,0.02278,0.00162,0.0122,0.01,730
MedicalRecord,TRACKING_LOCATOR,PERSON,9,80,0.02866,0.00124,0.01495,0.01,731
MedicalRecord,TRACKING_LOCATOR,PRSNL,1,1,0.00357,0.00001,0.00179,0.01,732
MedicalRecord,TRACKING_LOCATOR,SCH_EVENT_ACTION,1,1,0.01075,0.00052,0.00564,0.01,733
MedicalRecord,TRACKING_LOCATOR,TRACKING_CHECKIN,4,13,0.05714,0.01643,0.03679,0.01,734
MedicalRecord,TRACKING_LOCATOR,TRACKING_EVENT,1,1,0.01587,0.00202,0.00895,0.01,735
MedicalRecord,TRACKING_LOCATOR,TRACKING_ITEM,23,187,0.25275,0.03355,0.14315,0.01,736
MedicalRecord,TRACKING_LOCATOR,TRACKING_PREARRIVAL,2,7,0.05714,0.0307,0.04392,0.01,737
MedicalRecord,TRACKING_LOCATOR,ORDERS,1,1,0.00211,0.00007,0.00109,0.01,738
MedicalRecord,PRICE_SCHED,ENCOUNTER,1,45,0.00258,0.0009,0.00174,0.01,739
MedicalRecord,PRICE_SCHED,ORDERS,1,45,0.00218,0.00302,0.0026,0.01,740
MedicalRecord,PRICE_SCHED,ORDER_DISPENSE,1,45,0.025,0.03089,0.02795,0.01,741
MedicalRecord,PRICE_SCHED,PRICE_RANGE,2,65,0.09524,0.07437,0.08481,0.01,742
MedicalRecord,CCR_CONTENT_VIEW_FILTER,CCR_FILTER_VALUE,2,395,1,1,1,0.01,743
MedicalRecord,DRC_DOSE_RANGE,DRC_PREMISE,1,10,1,1,1,0.01,744
MedicalRecord,ORDER_DETAIL,CODE_VALUE_EXTENSION,1,7,0.00309,0.00024,0.00167,0.01,745
MedicalRecord,ORDER_DETAIL,ENCOUNTER,2,13,0.00449,0.00024,0.00237,0.01,746
MedicalRecord,ORDER_DETAIL,ORDERS,17,1019,0.03393,0.05977,0.04685,0.01,747
MedicalRecord,ORDER_DETAIL,ORDER_ACTION,19,379,0.06597,0.04191,0.05394,0.01,748
MedicalRecord,ORDER_DETAIL,ORDER_ENTRY_FIELDS,14,277,0.15054,0.06699,0.10877,0.01,749
MedicalRecord,ORDER_DETAIL,ORDER_INGREDIENT,5,66,0.02941,0.01392,0.02167,0.01,750
MedicalRecord,ORDER_DETAIL,ORDER_RADIOLOGY,2,13,0.01081,0.00231,0.00656,0.01,751
MedicalRecord,ORDER_DETAIL,ORG_TYPE_RELTN,1,14,0.01163,0.00318,0.00741,0.01,752
MedicalRecord,ORDER_DETAIL,OUTPUT_DEST,1,14,0.01031,0.0026,0.00646,0.01,753
MedicalRecord,ORDER_DETAIL,RAD_EXAM,2,13,0.01739,0.00301,0.0102,0.01,754
MedicalRecord,ORDER_DETAIL,ACCESSION_ORDER_R,1,60,0.0098,0.01152,0.01066,0.01,755
MedicalRecord,ORDER_DETAIL,OE_FORMAT_FIELDS,4,80,0.04396,0.01994,0.03195,0.01,756
MedicalRecord,ORDER_DETAIL,ORDER_CATALOG_SYNONYM,2,13,0.00844,0.00166,0.00505,0.01,757
MedicalRecord,ORDER_DETAIL,ORDER_TASK,1,9,0.01064,0.00189,0.00627,0.01,758
MedicalRecord,ORDER_DETAIL,PERSON,2,13,0.00549,0.00019,0.00284,0.01,759
MedicalRecord,ORDER_DETAIL,PROC_CLASSIFICATION,2,13,0.025,0.0034,0.0142,0.01,760
MedicalRecord,ORDER_DETAIL,ORGANIZATION,1,14,0.00725,0.00208,0.00467,0.01,761
MedicalRecord,ORDER_DETAIL,RAD_RPT_LOCK,2,13,0.02299,0.00335,0.01317,0.01,762
MedicalRecord,ORDER_DETAIL,UCM_CASE_STEP,1,60,0.01282,0.01565,0.01424,0.01,763
MedicalRecord,ORDER_DETAIL,ORDER_DISPENSE,1,3,0.0101,0.00065,0.00538,0.01,764
MedicalRecord,ORDER_DETAIL,ORDER_PRODUCT,1,3,0.01136,0.00076,0.00606,0.01,765
MedicalRecord,ORDER_DETAIL,PCS_ORDER_GROUP,2,74,0.02564,0.0193,0.02247,0.01,766
MedicalRecord,ORDER_DETAIL,DEVICE_XREF,1,14,0.01266,0.00364,0.00815,0.01,767
MedicalRecord,ORDER_DETAIL,RAD_INIT_READ,2,13,0.025,0.00339,0.0142,0.01,768
MedicalRecord,ORDER_DETAIL,TASK_ACTIVITY,1,9,0.00474,0.00163,0.00319,0.01,769
MedicalRecord,ORDER_DETAIL,PRSNL,1,9,0.0031,0.00012,0.00161,0.01,770
MedicalRecord,ORDER_DETAIL,UCM_CASE,1,60,0.0122,0.01533,0.01377,0.01,771
MedicalRecord,ORDER_DETAIL,ORDER_INGREDIENT_DOSE,1,3,0.0122,0.00078,0.00649,0.01,772
MedicalRecord,ORDER_DETAIL,NOMENCLATURE,1,398,0.00571,0.03774,0.02173,0.01,773
MedicalRecord,ORDER_DETAIL,ORDER_CONTAINER_R,1,60,0.01149,0.01458,0.01304,0.01,774
MedicalRecord,ORDER_DETAIL,SCH_EVENT_ATTACH,1,7,0.00893,0.00153,0.00523,0.01,775
MedicalRecord,ORDER_DETAIL,ORDER_PRODUCT_DOSE,1,3,0.01282,0.00079,0.00681,0.01,776
MedicalRecord,FOLDER,BORROWER_LENDER,1,8,0.06667,0.02174,0.04421,0.01,777
MedicalRecord,FOLDER,ICLASS_ACC_ORDER_R,4,94,0.2,0.22118,0.21059,0.01,778
MedicalRecord,FOLDER,IMAGE_CLASS,8,109,0.27586,0.12854,0.2022,0.01,779
MedicalRecord,FOLDER,IMAGE_CLASS_TYPE,5,95,0.2381,0.13971,0.18891,0.01,780
MedicalRecord,FOLDER,PERSON,1,8,0.00333,0.00012,0.00173,0.01,781
MedicalRecord,FOLDER,RAD_LOAN_INFO,1,8,0.08333,0.03137,0.05735,0.01,782
MedicalRecord,FOLDER,TRACKABLE_OBJECT,9,132,0.47368,0.34646,0.41007,0.01,783
MedicalRecord,SCH_APPT_INTER,SCH_SEQ_GROUP,1,6,1,1,1,0.01,784
MedicalRecord,SCH_APPT_INTER,SCH_SEQ_LIST,1,6,1,1,1,0.01,785
MedicalRecord,SCD_SENTENCE,SCD_PARAGRAPH,1,3,0.14286,0.02041,0.08164,0.01,786
MedicalRecord,ESI_LOG,CHARGE_EVENT,1,1,0.02083,0.00032,0.01058,0.01,787
MedicalRecord,ESI_LOG,CLINICAL_EVENT,1,1,0.00441,0.00003,0.00222,0.01,788
MedicalRecord,ESI_LOG,CODE_VALUE,1,1,0.00195,0.00001,0.00098,0.01,789
MedicalRecord,ESI_LOG,PRSNL,1,1,0.00376,0.00001,0.00189,0.01,790
MedicalRecord,ESI_LOG,SCH_EVENT_ACTION,1,1,0.01266,0.00058,0.00662,0.01,791
MedicalRecord,ESI_LOG,TRACKING_CHECKIN,1,1,0.01695,0.00166,0.00931,0.01,792
MedicalRecord,ESI_LOG,TRACKING_EVENT,1,1,0.02041,0.00342,0.01192,0.01,793
MedicalRecord,ESI_LOG,TRACKING_ITEM,1,1,0.0101,0.00018,0.00514,0.01,794
MedicalRecord,ESI_LOG,TRACKING_LOCATOR,1,1,0.01887,0.00415,0.01151,0.01,795
MedicalRecord,ESI_LOG,ORDERS,1,1,0.00217,0.00007,0.00112,0.01,796
MedicalRecord,TASK_SUBACTIVITY,IB_RX_REQ,11,44,0.52381,0.30556,0.41469,0.01,797
MedicalRecord,TASK_SUBACTIVITY,TASK_ACTIVITY,10,26,0.06849,0.01423,0.04136,0.01,798
MedicalRecord,TASK_SUBACTIVITY,TASK_ACTIVITY_ASSIGNMENT,10,26,0.16667,0.03186,0.09927,0.01,799
MedicalRecord,LOCATION_INV_INFO,LOCATION_GROUP,2,20,0.04651,0.0048,0.02566,0.01,800
MedicalRecord,LOCATION_INV_INFO,SERVICE_RESOURCE,4,157,0.16,0.32708,0.24354,0.01,801
MedicalRecord,LOCATION_INV_INFO,SERV_RES_EXT_PHARM,2,137,0.22222,0.57806,0.40014,0.01,802
MedicalRecord,BE_ORG_RELTN,BILLING_ENTITY,9,922,0.6,0.61019,0.6051,0.01,803
MedicalRecord,BE_ORG_RELTN,CHARGE,1,39,0.0303,0.01898,0.02464,0.01,804
MedicalRecord,BE_ORG_RELTN,ENCOUNTER,4,439,0.01064,0.0088,0.00972,0.01,805
MedicalRecord,BE_ORG_RELTN,LOCATION,10,961,0.18182,0.20882,0.19532,0.01,806
MedicalRecord,BE_ORG_RELTN,PFT_ENCNTR,3,400,0.07317,0.06724,0.07021,0.01,807
MedicalRecord,SCH_SUB_LIST,LONG_TEXT_REFERENCE,7,51,0.35,0.02266,0.18633,0.01,808
MedicalRecord,SCH_SUB_LIST,SCH_EVENT_ACTION,1,17,0.01515,0.00984,0.0125,0.01,809
MedicalRecord,SCH_SUB_LIST,SCH_TEMPLATE,7,51,0.875,0.73913,0.80707,0.01,810
MedicalRecord,SCH_SUB_LIST,SCH_TEXT_LINK,4,41,0.4,0.45055,0.42528,0.01,811
MedicalRecord,ACCESSION,ACCESSION_ORDER_R,1,356,0.02941,0.18228,0.10585,0.01,812
MedicalRecord,ACCESSION,ORDERS,1,356,0.00223,0.02413,0.01318,0.01,813
MedicalRecord,ACCESSION,PCS_ORDER_GROUP,1,28,0.09091,0.0304,0.06066,0.01,814
MedicalRecord,ACCESSION,PCS_ORDER_GROUP_R,1,28,0.11111,0.03306,0.07209,0.01,815
MedicalRecord,MED_PRODUCT,FILL_PRINT_ORD_HX,1,21,0.05556,0.02689,0.04123,0.01,816
MedicalRecord,MED_PRODUCT,MANUFACTURER_ITEM,9,564,0.64286,0.76319,0.70303,0.01,817
MedicalRecord,MED_PRODUCT,MEDICATION_DEFINITION,3,66,0.09091,0.04574,0.06833,0.01,818
MedicalRecord,MED_PRODUCT,MED_COST_HX,3,213,0.1875,0.27626,0.23188,0.01,819
MedicalRecord,MED_PRODUCT,MED_DEF_FLEX,9,459,0.12329,0.13632,0.12981,0.01,820
MedicalRecord,MED_PRODUCT,MED_DISPENSE,3,91,0.11111,0.06657,0.08884,0.01,821
MedicalRecord,MED_PRODUCT,MED_FLEX_OBJECT_IDX,9,459,0.15254,0.16208,0.15731,0.01,822
MedicalRecord,MED_PRODUCT,MED_IDENTIFIER,7,339,0.23333,0.29402,0.26368,0.01,823
MedicalRecord,MED_PRODUCT,PACKAGE_TYPE,7,365,0.17949,0.2183,0.1989,0.01,824
MedicalRecord,SCH_TEXT_LINK,LONG_TEXT_REFERENCE,4,41,0.17391,0.0179,0.09591,0.01,825
MedicalRecord,SCH_TEXT_LINK,SCH_EVENT_ACTION,1,17,0.01515,0.00968,0.01242,0.01,826
MedicalRecord,SCH_TEXT_LINK,SCH_SUB_LIST,4,41,0.4,0.45055,0.42528,0.01,827
MedicalRecord,SCH_TEXT_LINK,SCH_TEMPLATE,4,41,0.36364,0.37615,0.3699,0.01,828
MedicalRecord,NURSE_UNIT,BED,1,4,0.09091,0.0109,0.05091,0.01,829
MedicalRecord,NURSE_UNIT,CODE_VALUE,1,298,0.00201,0.00432,0.00317,0.01,830
MedicalRecord,NURSE_UNIT,ROOM,1,4,0.25,0.01294,0.13147,0.01,831
MedicalRecord,DCP_ENTITY_RELTN,DIAGNOSIS,1,25,0.03125,0.01085,0.02105,0.01,832
MedicalRecord,DCP_ENTITY_RELTN,LONG_TEXT,1,2,0.00543,0.00029,0.00286,0.01,833
MedicalRecord,ICLASS_ACC_ORDER_R,BORROWER_LENDER,1,8,0.06667,0.02122,0.04395,0.01,834
MedicalRecord,ICLASS_ACC_ORDER_R,FOLDER,4,94,0.2,0.22118,0.21059,0.01,835
MedicalRecord,ICLASS_ACC_ORDER_R,IMAGE_CLASS,7,192,0.23333,0.24806,0.2407,0.01,836
MedicalRecord,ICLASS_ACC_ORDER_R,IMAGE_CLASS_TYPE,4,176,0.18182,0.28947,0.23565,0.01,837
MedicalRecord,ICLASS_ACC_ORDER_R,PERSON,1,8,0.00333,0.00012,0.00173,0.01,838
MedicalRecord,ICLASS_ACC_ORDER_R,RAD_LOAN_INFO,1,8,0.08333,0.0303,0.05682,0.01,839
MedicalRecord,ICLASS_ACC_ORDER_R,TRACKABLE_OBJECT,4,94,0.16667,0.21963,0.19315,0.01,840
MedicalRecord,SCH_EVENT_DISP,ENCNTR_ALIAS,1,115,0.00877,0.01682,0.0128,0.01,841
MedicalRecord,SCH_EVENT_DISP,LOCATION,1,115,0.01351,0.02172,0.01762,0.01,842
MedicalRecord,SCH_EVENT_DISP,ORG_ALIAS_POOL_RELTN,1,115,0.025,0.04363,0.03432,0.01,843
MedicalRecord,SCH_EVENT_DISP,PERSON_ALIAS,2,230,0.0177,0.00866,0.01318,0.01,844
MedicalRecord,SCH_EVENT_DISP,PM_TRANSACTION,1,115,0.02083,0.04812,0.03448,0.01,845
MedicalRecord,SCH_EVENT_DISP,SCH_APPT,2,137,0.0274,0.05638,0.04189,0.01,846
MedicalRecord,SCH_EVENT_DISP,SCH_APPT_DEF,1,121,0.04,0.10862,0.07431,0.01,847
MedicalRecord,SCH_EVENT_DISP,SCH_BOOKING,1,16,0.02857,0.01061,0.01959,0.01,848
MedicalRecord,SCH_EVENT_DISP,SCH_EVENT_PATIENT,5,575,0.1,0.37386,0.23693,0.01,849
MedicalRecord,SCH_EVENT_DISP,SURGICAL_CASE,1,15,0.04545,0.01561,0.03053,0.01,850
MedicalRecord,CE_EVENT_ORDER_LINK,CE_MED_RESULT,1,9,0.06667,0.02655,0.04661,0.01,851
MedicalRecord,CE_EVENT_ORDER_LINK,CLINICAL_EVENT,6,35,0.02817,0.001,0.01459,0.01,852
MedicalRecord,CE_EVENT_ORDER_LINK,LONG_TEXT,4,14,0.02198,0.00227,0.01213,0.01,853
MedicalRecord,FILL_PRINT_HX,FILL_PRINT_ORD_HX,2,12,0.25,0.1,0.175,0.01,854
MedicalRecord,FILL_PRINT_HX,LONG_TEXT,2,12,0.01124,0.00195,0.0066,0.01,855
MedicalRecord,FILL_PRINT_HX,OUTPUT_DEST,2,12,0.08333,0.00726,0.0453,0.01,856
MedicalRecord,IB_RX_REQ,TASK_ACTIVITY,10,26,0.07353,0.01506,0.0443,0.01,857
MedicalRecord,IB_RX_REQ,TASK_ACTIVITY_ASSIGNMENT,10,26,0.2,0.03631,0.11816,0.01,858
MedicalRecord,IB_RX_REQ,TASK_SUBACTIVITY,11,44,0.52381,0.30556,0.41469,0.01,859
MedicalRecord,APP_PREFS,NAME_VALUE_PREFS,10,632,0.22727,0.02331,0.12529,0.01,860
MedicalRecord,EXPEDITE_PARAMS_R,EXPEDITE_PARAMS,2,48,1,1,1,0.01,861
MedicalRecord,MANUFACTURER_ITEM,MEDICATION_DEFINITION,1,32,0.03333,0.02458,0.02896,0.01,862
MedicalRecord,MANUFACTURER_ITEM,MED_COST_HX,3,213,0.27273,0.35738,0.31506,0.01,863
MedicalRecord,MANUFACTURER_ITEM,MED_DEF_FLEX,5,305,0.06944,0.09115,0.0803,0.01,864
MedicalRecord,MANUFACTURER_ITEM,MED_FLEX_OBJECT_IDX,5,305,0.08621,0.1085,0.09736,0.01,865
MedicalRecord,MANUFACTURER_ITEM,MED_IDENTIFIER,4,245,0.14286,0.22854,0.1857,0.01,866
MedicalRecord,MANUFACTURER_ITEM,MED_PRODUCT,9,564,0.64286,0.76319,0.70303,0.01,867
MedicalRecord,MANUFACTURER_ITEM,PACKAGE_TYPE,5,284,0.13889,0.17997,0.15943,0.01,868
MedicalRecord,DRC_FORM_RELTN,DRC_PREMISE,1,10,1,1,1,0.01,869
MedicalRecord,PERSON_PERSON_RELTN,ADDRESS,5,47,0.05618,0.00886,0.03252,0.01,870
MedicalRecord,PERSON_PERSON_RELTN,CODE_VALUE_EXTENSION,1,44,0.00379,0.00168,0.00274,0.01,871
MedicalRecord,PERSON_PERSON_RELTN,ENCNTR_PERSON_RELTN,1,10,0.01695,0.00438,0.01067,0.01,872
MedicalRecord,PERSON_PERSON_RELTN,PERSON,7,60,0.02341,0.00093,0.01217,0.01,873
MedicalRecord,PERSON_PERSON_RELTN,PERSON_NAME,5,47,0.02959,0.00591,0.01775,0.01,874
MedicalRecord,PERSON_PERSON_RELTN,PERSON_ORG_RELTN,5,47,0.09434,0.01793,0.05614,0.01,875
MedicalRecord,PERSON_PERSON_RELTN,PHONE,5,47,0.0463,0.00766,0.02698,0.01,876
MedicalRecord,PERSON_PERSON_RELTN,PPR_CONSENT_POLICY,1,10,0.04348,0.01103,0.02726,0.01,877
MedicalRecord,PERSON_PERSON_RELTN,PPR_CONSENT_STATUS,1,10,0.04762,0.01522,0.03142,0.01,878
MedicalRecord,HM_EXPECT_SERIES,HM_EXPECT,1,4,1,1,1,0.01,879
MedicalRecord,EEM_FILE,EEM_FILE_CHECK,4,56,1,1,1,0.01,880
MedicalRecord,EEM_FILE,EEM_FILE_RELTN,4,56,1,1,1,0.01,881
MedicalRecord,EEM_FILE_RELTN,EEM_FILE,4,56,1,1,1,0.01,882
MedicalRecord,EEM_FILE_RELTN,EEM_FILE_CHECK,4,56,1,1,1,0.01,883
MedicalRecord,CE_STRING_RESULT,LONG_TEXT,4,225,0.0226,0.03686,0.02973,0.01,884
MedicalRecord,RAD_OPS_EXCEPTION,CLINICAL_EVENT,1,4,0.00476,0.00011,0.00244,0.01,885
MedicalRecord,REF_TEXT_FACILITY_R,LONG_BLOB_REFERENCE,1,1,0.14286,0.004,0.07343,0.01,886
MedicalRecord,REF_TEXT_FACILITY_R,REF_TEXT_VERSION,2,4,0.5,0.01527,0.25764,0.01,887
MedicalRecord,MSG_COLUMN_GRP,MSG_CATEGORY,2,16,0.14286,0.21053,0.1767,0.01,888
MedicalRecord,MSG_COLUMN_GRP,MSG_COLUMN_GRP_DTL_RELTN,2,16,0.33333,0.22857,0.28095,0.01,889
MedicalRecord,MSG_COLUMN_GRP,MSG_ENCNTR_GRP,2,16,0.66667,0.4,0.53334,0.01,890
MedicalRecord,MSG_COLUMN_GRP,MSG_ENCNTR_GRP_DTL_RELTN,1,4,0.2,0.08696,0.14348,0.01,891
MedicalRecord,MSG_COLUMN_GRP,MSG_EVENT_GRP,2,16,0.4,0.34783,0.37392,0.01,892
MedicalRecord,MSG_COLUMN_GRP,MSG_EVENT_GRP_DTL_RELTN,1,4,0.2,0.08696,0.14348,0.01,893
MedicalRecord,CCL_PROMPT_DEFINITIONS,CCL_PROMPT_PROPERTIES,1,8,1,1,1,0.01,894
MedicalRecord,DA_BATCH_SCHED,DA_BATCH_SCHED_LOG,1,24,1,1,1,0.01,895
MedicalRecord,EXAM_REASON,CODED_EXAM_REASON,1,12,1,1,1,0.01,896
MedicalRecord,EXAM_REASON,NOMENCLATURE,1,12,0.0101,0.00168,0.00589,0.01,897
MedicalRecord,WORKING_VIEW_PERSON,WORKING_VIEW_PERSONITEM,1,76,1,1,1,0.01,898
MedicalRecord,WORKING_VIEW_PERSON,WORKING_VIEW_PERSON_SECT,1,76,1,1,1,0.01,899
MedicalRecord,WORKING_VIEW_PERSON,WORKING_VIEW_SECTION,1,76,0.5,0.48101,0.49051,0.01,900
MedicalRecord,BILL_ORG_PAYOR,ENCOUNTER,1,432,0.00269,0.00875,0.00572,0.01,901
MedicalRecord,BILL_ORG_PAYOR,PFT_ENCNTR,1,432,0.02778,0.07994,0.05386,0.01,902
MedicalRecord,PRSNL_RELTN,ORGANIZATION,2,32,0.03175,0.01087,0.02131,0.01,903
MedicalRecord,PRSNL_RELTN,PRSNL_RELTN_ACTIVITY,1,4,0.1,0.01835,0.05918,0.01,904
MedicalRecord,APPLICATION_GROUP,TASK_ACCESS,1,10,1,1,1,0.01,905
MedicalRecord,INVTN_FRAGMENT,LONG_BLOB_REFERENCE,1,3,0.2,0.02542,0.11271,0.01,906
MedicalRecord,SCH_FREQ_DATE,SCH_EVENT_RECUR,1,3,1,1,1,0.01,907
MedicalRecord,SCH_FREQ_DATE,SCH_FREQ,1,3,1,1,1,0.01,908
MedicalRecord,RAD_PROCEDURE_GROUP,RAD_PROCEDURE_ASSOC,1,4,0.33333,0.21053,0.27193,0.01,909
MedicalRecord,PE_STATUS_REASON,CODE_VALUE_EXTENSION,1,432,0.00402,0.01663,0.01033,0.01,910
MedicalRecord,SUB_SECTION,RESOURCE_GROUP,1,3,0.03846,0.00327,0.02087,0.01,911
MedicalRecord,MIC_REQ_RPT,MIC_RPT_PARAMS,2,1944,1,1,1,0.01,912
MedicalRecord,COND_EXPRESSION,COND_EXPRESSION_COMP,2,691,1,1,1,0.01,913
MedicalRecord,SCH_SEQ_GROUP,SCH_APPT_INTER,1,6,1,1,1,0.01,914
